species,sighting_date,dive_site,url,title,excerpt,validation,notes,n_observed,dive_site_std,site_type,country,region,species_std,genus,species_epithet,scientific_name,group
Oceanic Manta,2012-04-20,Richelieu Rock,https://www.thesmilingseahorse.com/blog/our-new-padi-graduate,Padi open water course in Ranong - Diving liveaboard in Thailand and Myanmar,Koh Payam and got his Advanced Book in German waiting for him onboard. He particularly enjoyed the Manta flying over him during his deep dive exercises!!! Olivier is doing his dive master course over a 3,valid,NA,1,Richelieu Rock,site,Thailand,Surin,oceanic manta,Mobula,birostris,Mobula birostris,ray
Blotched Fantail Ray,2021-07-09,8 Mile Rock,https://www.thesmilingseahorse.com/blog/our-scooting-trip-to-koh-lipe,Discovering Koh Lipe: a new side of the Andaman Sea - Diving liveaboard in Thailand and Myanmar,"t of hunting action. At the bottom we found a massive school of red snappers as well as some marble rays. The reef is covered in soft corals, anemones and huge barrel sponges. "" 8 miles"" is another good p",valid,NA,3,8 Mile Rock,site,Thailand,Koh Lipe,blotched fantail ray,Taeniurops,meyeni,Taeniurops meyeni,ray
Blotched Fantail Ray,2021-07-09,8 Mile Rock,https://www.thesmilingseahorse.com/blog/our-scooting-trip-to-koh-lipe,Discovering Koh Lipe: a new side of the Andaman Sea - Diving liveaboard in Thailand and Myanmar,"rs and ended the dive with 3 Indian Walkmans; there is plenty to see for the critters lovers. sting ray's eye snake eel Indian Walkman Another nice muck dive is call “ waterfall ”, that one is literally",valid,NA,3,8 Mile Rock,site,Thailand,Koh Lipe,blotched fantail ray,Taeniurops,meyeni,Taeniurops meyeni,ray
Blotched Fantail Rays,02/15/2020,Black Rock,https://www.thesmilingseahorse.com/blog/over-30-guitarfishes-whale-shark-and-giant-frogfish-in-9-days-around-burma-wow,9 days around Burma - Diving liveaboard in Thailand and Myanmar,"and the ""Burma banks"" where we had some great encounters! ​ In Black Rock we met with giant marbled rays, schools of pick-handle barracudas, 2 beautiful frogfishes and around 30 guitarfish!! WOW!!! Guitar",valid,NA,3,Black Rock,site,Myanmar,Mergui,blotched fantail ray,Taeniurops,meyeni,Taeniurops meyeni,ray
Nurse Shark,02/15/2020,Burma Banks,https://www.thesmilingseahorse.com/blog/over-30-guitarfishes-whale-shark-and-giant-frogfish-in-9-days-around-burma-wow,9 days around Burma - Diving liveaboard in Thailand and Myanmar,"nurse sharks swiming around, curious silvertips checking us out and a majestic green turtle. Nurse Shark ​ Back in the Mergui archipelago we had incredible dives at Seafan Forest where we found again two",valid,NA,10,Burma Banks,region,Myanmar,Burma Banks,nurse shark,Nebrius,ferrugineus,Nebrius ferrugineus,shark
Whale Shark,02/15/2020,Dendro's Peak (Burma),https://www.thesmilingseahorse.com/blog/over-30-guitarfishes-whale-shark-and-giant-frogfish-in-9-days-around-burma-wow,9 days around Burma - Diving liveaboard in Thailand and Myanmar,"redible dives at Seafan Forest where we found again two giant frogfish and at Dendro's peak a WHALE SHARK , swimming with us the whole dive on the top of the pinnacle!! Simply amazing!!! How did he know it",valid,NA,1,Dendro's Pinnacle,site,Myanmar,Mergui,whale shark,Rhinocodon,typus,Rhinocodon typus,shark
Silvertip Shark,02/15/2020,Burma Banks,https://www.thesmilingseahorse.com/blog/over-30-guitarfishes-whale-shark-and-giant-frogfish-in-9-days-around-burma-wow,9 days around Burma - Diving liveaboard in Thailand and Myanmar,"ger tail Sea horses The Burma Banks have also delivered 4 spectacular dives with so many huge nurse sharks swiming around, curious silvertips checking us out and a majestic green turtle. Nurse Shark ​ Back",valid,NA,3,Burma Banks,region,Myanmar,Burma Banks,silvertip shark,Carcharhinus,albimarginatus,Carcharhinus albimarginatus,shark
Greyspot Guitarfish,02/15/2020,Black Rock,https://www.thesmilingseahorse.com/blog/over-30-guitarfishes-whale-shark-and-giant-frogfish-in-9-days-around-burma-wow,9 days around Burma - Diving liveaboard in Thailand and Myanmar,"et with giant marbled rays, schools of pick-handle barracudas, 2 beautiful frogfishes and around 30 guitarfish!! WOW!!! Guitar Fish, family of the Rays ! Then we spent a day around shark cave where we spotted t",valid,NA,30,Black Rock,site,Myanmar,Mergui,grey-spotted guitarfish,acroteriovatus,spp,acroteriovatus spp,ray
Cownose Eagle Ray,11/29/2017,Mergui Archipelago,https://www.thesmilingseahorse.com/blog/over-the-top,Top level dive cruise to Mergui Archipelago - Diving liveaboard in Thailand and Myanmar,"there was big and small everywhere! That's what makes Burma different! ​Nurse and white tip sharks, rays ... An incredible number of cuttlefishes and octopuses, even mating ;) ​Amazing patterns and colors",valid,Rhinoptera spp.,1,Mergui Archipelago,region,Myanmar,Mergui,ocellated eagle ray�,Aetobatus,ocellatus,Aetobatus ocellatus,ray
Nurse Shark,11/29/2017,Mergui Archipelago,https://www.thesmilingseahorse.com/blog/over-the-top,Top level dive cruise to Mergui Archipelago - Diving liveaboard in Thailand and Myanmar,"see this biggy coming straight to you, that's an experience! And then, to meet with two fatty nurse sharks in a narrow cave ... ​What was amazing first, was the number of fishes, everywhere on every dive si",valid,NA,2,Mergui Archipelago,region,Myanmar,Mergui,nurse shark,Nebrius,ferrugineus,Nebrius ferrugineus,shark
White Tip Reef Shark,11/29/2017,Mergui Archipelago,https://www.thesmilingseahorse.com/blog/over-the-top,Top level dive cruise to Mergui Archipelago - Diving liveaboard in Thailand and Myanmar,"second, there was big and small everywhere! That's what makes Burma different! ​Nurse and white tip sharks, rays ... An incredible number of cuttlefishes and octopuses, even mating ;) ​Amazing patterns and",valid,NA,3,Mergui Archipelago,region,Myanmar,Mergui,whitetip reef shark,Triaenodon,obesus,Triaenodon obesus,shark
Blacktip Reef Sharks,04/13/2021,Surin Islands,https://www.thesmilingseahorse.com/blog/pre-songkran-similan-surin-expedition,New moon over Surin and Similan islands - Diving liveaboard in Thailand and Myanmar,"k tip reef sharks circling around the reef. Later on during the same dive, another group spotted an eagle ray passing by. What a fantastic way to start our journey! Divers on Koh Tachai ​During the rest of the",valid,NA,3,Surin Islands,region,Thailand,Surin,blacktip reef shark,Carcharhinus,melanopterus,Carcharhinus melanopterus,shark
Bluespot maskray,04/15/2021,Surin Islands,https://www.thesmilingseahorse.com/blog/pre-songkran-similan-surin-expedition,New moon over Surin and Similan islands - Diving liveaboard in Thailand and Myanmar,"dives, with some coral dives mixed with a drift and muck dive, all the group saw blue spotted sting rays sleeping in the sand, some cuttlefish were spotted, a juvenile pipefish, and even a hump head parro",valid,NA,2,Surin Islands,region,Thailand,Surin,bluespotted maskray,Neotrygon,kuhlii,Neotrygon kuhlii,ray
Eagle Ray,04/10/2021,Surin Islands,https://www.thesmilingseahorse.com/blog/pre-songkran-similan-surin-expedition,New moon over Surin and Similan islands - Diving liveaboard in Thailand and Myanmar,"lequin shrimps, ghost pipe fish, frog fish, tiger eye coweries, we were lucky to spot another eagle ray, who came to see us off until next time. No Whaleshark this time, but we are keeping our fingers cr",valid,NA,NA,Surin Islands,region,Thailand,Surin,ocellated eagle ray�,Aetobatus,ocellatus,Aetobatus ocellatus,ray
blacktip reef shark,04/10/2021,Surin Islands,https://www.thesmilingseahorse.com/blog/pre-songkran-similan-surin-expedition,New moon over Surin and Similan islands - Diving liveaboard in Thailand and Myanmar,"nudibranches, while others dropped on the pinnacle, traversed to west ridge and spotted a black tip reef shark. ​While Koh Bon had only mild to no current, koh Tachai had stronger currents bringing in a plethor",valid,NA,1,Surin Islands,region,Thailand,Surin,blacktip reef shark,Carcharhinus,melanopterus,Carcharhinus melanopterus,shark
Eagle Ray,04/09/2021,Surin Island,https://www.thesmilingseahorse.com/blog/pre-songkran-similan-surin-expedition,New moon over Surin and Similan islands - Diving liveaboard in Thailand and Myanmar,"tle while. It proved to be a great idea as behind the turtle, they discovered 3 baby black tip reef sharks circling around the reef. Later on during the same dive, another group spotted an eagle ray passing",valid,NA,1,Surin Islands,region,Thailand,Surin,ocellated eagle ray�,Aetobatus,ocellatus,Aetobatus ocellatus,ray
Oceanic Manta,02/06/2012,North Twin,https://www.thesmilingseahorse.com/blog/relaxing-trip-in-myanmar,Relaxing trip in Myanmar - Diving liveaboard in Thailand and Myanmar,"h Twin is always a great place to dive and meet some nice species, leopard shark on the first dive, manta ray on the second for the divers and to please our two snorkellers, an eagle ray and a turtle came",valid,NA,1,North Twin,site,Myanmar,Mergui,oceanic manta,Mobula,birostris,Mobula birostris,ray
eagle ray,02/06/2012,North Twin,https://www.thesmilingseahorse.com/blog/relaxing-trip-in-myanmar,Relaxing trip in Myanmar - Diving liveaboard in Thailand and Myanmar,"ark on the first dive, manta ray on the second for the divers and to please our two snorkellers, an eagle ray and a turtle came close to them to say hello. And to finish this cruise, an amazing visibility in S",valid,NA,1,North Twin,site,Myanmar,Mergui,ocellated eagle ray�,Aetobatus,ocellatus,Aetobatus ocellatus,ray
Nurse Shark,02/06/2012,North Twin,https://www.thesmilingseahorse.com/blog/relaxing-trip-in-myanmar,Relaxing trip in Myanmar - Diving liveaboard in Thailand and Myanmar,"the orientation dive, and another one on the second dive. We are still lucky that the two big nurse sharks are still waiting patiently in the secret cave on our third dive. Quick stop on the Ba Wei beach fo",valid,NA,2,North Twin,site,Myanmar,Mergui,nurse shark,Nebrius,ferrugineus,Nebrius ferrugineus,shark
Leopard Shark,02/06/2012,North Twin,https://www.thesmilingseahorse.com/blog/relaxing-trip-in-myanmar,Relaxing trip in Myanmar - Diving liveaboard in Thailand and Myanmar,"ing with her shrimp. North Twin is always a great place to dive and meet some nice species, leopard shark on the first dive, manta ray on the second for the divers and to please our two snorkellers, an eag",valid,NA,1,North Twin,site,Myanmar,Mergui,zebra shark,Stegostoma,tigrinum,Stegostoma tigrinum,shark
Oceanic Manta,04/20/2018,Andaman sea (Burma and Thailand),https://www.thesmilingseahorse.com/blog/reviews-of-the-last-trip,Reviews of the last trip... - Diving liveaboard in Thailand and Myanmar,"vec the Smiling Seahorse! Tout est parfait ... plongées inoubliables en Birmanie et en Thaïlande!!! Mantas, requins baleines, requin léopard, requin guitare ... le TOP!! "" ""2 incredible cruises with the Smi",valid,NA,3,Andaman Sea,region,Thailand,Andaman (unspecified),oceanic manta,Mobula,birostris,Mobula birostris,ray
Whale Shark,04/20/2018,Richelieu Rock,https://www.thesmilingseahorse.com/blog/reviews-of-the-last-trip,Reviews of the last trip... - Diving liveaboard in Thailand and Myanmar,"ling Seahorse! Everything is perfect ... unforgettable dives in Burma and Thailand!!! Mantas, whale sharks, leopard shark, guitar shark... the TOP!! "" "" Croisière de 3 jours géniale! Equipe extraordinaire,",valid,NA,1,Richelieu Rock,site,Thailand,Surin,whale shark,Rhinocodon,typus,Rhinocodon typus,shark
Leopard  Shark,04/20/2018,Richelieu Rock,https://www.thesmilingseahorse.com/blog/reviews-of-the-last-trip,Reviews of the last trip... - Diving liveaboard in Thailand and Myanmar,"verything is perfect ... unforgettable dives in Burma and Thailand!!! Mantas, whale sharks, leopard shark, guitar shark... the TOP!! "" "" Croisière de 3 jours géniale! Equipe extraordinaire, repas excellent",valid,NA,1,Richelieu Rock,site,Thailand,Surin,NA,NA,NA,NA,NA
Guitarshark,04/20/2018,Andaman sea (Burma and Thailand),https://www.thesmilingseahorse.com/blog/reviews-of-the-last-trip,Reviews of the last trip... - Diving liveaboard in Thailand and Myanmar,"erfect ... unforgettable dives in Burma and Thailand!!! Mantas, whale sharks, leopard shark, guitar shark... the TOP!! "" "" Croisière de 3 jours géniale! Equipe extraordinaire, repas excellents ... Et beauc",valid,NA,1,Andaman Sea,region,Thailand,Andaman (unspecified),guitarfish,Rhinobatidae,spp,Rhinobatidae spp,ray
Oceanic Manta,04/14/2018,Black Rock + Western Rocky,https://www.thesmilingseahorse.com/blog/sairee-cottage-pirates-sailing-on-the-mergui-seas,Sairee Cottage Pirates sailing on the Mergui seas... - Diving liveaboard in Thailand and Myanmar,"Farrell, Emma, Lionel, Gary, Martin, Natalie, Nicholas, Paddy and Sameer. We had the chance to see mantas again, first at Black Rock; and second, we spotted some on Western Rocky from the surface. Unfortun",valid,NA,3,Black Rock,site,Myanmar,Mergui,oceanic manta,Mobula,birostris,Mobula birostris,ray
Blotched Fantail Ray,04/14/2018,Mergui Archipelago,https://www.thesmilingseahorse.com/blog/sairee-cottage-pirates-sailing-on-the-mergui-seas,Sairee Cottage Pirates sailing on the Mergui seas... - Diving liveaboard in Thailand and Myanmar,h to meet big and small underwater. Beginning with sharks: bamboos and white tips ... ​Huge marbled rays ... Octopuses and cuttlefishes ... Giant morays ... ​Stone fishes ... ​Frogfishes ... ​Millions of,valid,NA,5,Mergui Archipelago,region,Myanmar,Mergui,blotched fantail ray,Taeniurops,meyeni,Taeniurops meyeni,ray
Whitetip Reef Shark,04/14/2018,Mergui Archipelago,https://www.thesmilingseahorse.com/blog/sairee-cottage-pirates-sailing-on-the-mergui-seas,Sairee Cottage Pirates sailing on the Mergui seas... - Diving liveaboard in Thailand and Myanmar,"as, fusiliers, snappers, emperors ... Lucky enough to meet big and small underwater. Beginning with sharks: bamboos and white tips ... ​Huge marbled rays ... Octopuses and cuttlefishes ... Giant morays ...",valid,NA,6,Mergui Archipelago,region,Myanmar,Mergui,whitetip reef shark,Triaenodon,obesus,Triaenodon obesus,shark
Nurse Shark,11/04/2014,Mergui Archipelago,https://www.thesmilingseahorse.com/blog/season-start,Season start - Diving liveaboard in Thailand and Myanmar,"ild current, amazing visibility, perfect water temperature : the conditions were just ideal ! Nurse shark, barracudas, frogfishs : they hadn't seen a diver in six months, and looked like they were waiting",valid,NA,1,Mergui Archipelago,region,Myanmar,Mergui,nurse shark,Nebrius,ferrugineus,Nebrius ferrugineus,shark
Mobula Ray,05/07/2016,Mergui Archipelago,https://www.thesmilingseahorse.com/blog/second-part-of-the-adventure,Second part of the adventure - Diving liveaboard in Thailand and Myanmar,"ew ghost pipefish flying in the surge. Some cute green, white and red frogfish. Blotched stingrays, Mobula, turtles and sharks were also around during this trip. Between the dives and the meals, some were l",valid,NA,3,Mergui Archipelago,region,Myanmar,Mergui,mobula ray,Mobula,spp,Mobula spp,ray
Blotched Fantail Ray,05/07/2016,Mergui Archipelago,https://www.thesmilingseahorse.com/blog/second-part-of-the-adventure,Second part of the adventure - Diving liveaboard in Thailand and Myanmar,"me dive ! Few ghost pipefish flying in the surge. Some cute green, white and red frogfish. Blotched stingrays, Mobula, turtles and sharks were also around during this trip. Between the dives and the meals, som",valid,NA,5,Mergui Archipelago,region,Myanmar,Mergui,blotched fantail ray,Taeniurops,meyeni,Taeniurops meyeni,ray
